"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Address","City","State","ZIP Code","Legal Name","Record Type","Census Block Group","Company Description","Primary SIC Code","Primary NAICS","Type of Business","Latitude","Longitude"
"Aswaq Baladna","","Esmaial","Hamed","2487 E Dublin Granville Rd","Columbus","OH","43229","","Verified","5","","541105","44511003","Private","040.083805","-082.953221"
"Ayan Grocery Store","","Hasan","Osman","585 Wedgewood Dr","Columbus","OH","43228","","Verified","1","","541105","44511003","Private","039.941857","-083.098141"
"B G's Carry Out & Grocery","","Abbullah","Rabi","920 E Weber Rd","Columbus","OH","43211","","Verified","3","","541105","44511003","Private","040.024000","-082.987524"
"Banadiry International","","","","3252 Cleveland Ave # A","Columbus","OH","43224","BANADIRY INTERNATIONAL MARKET INC","Verified","1","","541105","44511003","Private","040.034087","-082.962543"
"Baraka International Market","","Keize","Golongo","3252 Cleveland Ave # A","Columbus","OH","43224","","Verified","1","","541105","44511003","Private","040.034087","-082.962543"
"Bazyan Market & Bakery","","Jalal M","Hardi","5220 Bethel Center Mall","Columbus","OH","43220","BAZYANI MARKET & BAKERY","Verified","4","","541105","44511003","Private","040.064600","-083.060391"
"Beer Frame Carry Out","","","","2676 Courtright Rd","Columbus","OH","43232","","Verified","4","","541105","44511003","Private","039.917775","-082.896167"
"Belvidere Food Mart","","Mike","Besa","126 Belvidere Ave # 2288","Columbus","OH","43223","","Verified","5","","541105","44511003","Private","039.953137","-083.054824"
"Bexley Natural Market","","Austa","Obringer","508 N Cassady Ave","Columbus","OH","43209","BEXLEY NATURAL MARKET","Verified","1","About Market The Bexley Natural Market Is A Not-For-Profit Cooperative Grocery Store Dedicated To Provide Food Of The Highest Possible Nutritional Quality To Our Members And Community. We Provide Many Local And Organic Products, As Well As A Vast Array Of Vitamins And Supplements To Support The Health Of Our Customers. We Like To Support Local Businesses And Farmers By Being A Space IN Which Their Products Are Available. As A Cooperative, Every Member Of The Market Is An Owner And Important Person IN The Health And Functionality Of The Store. The CO-Op's Unique Decision-Making Process Gives A Sense Of True Democracy IN A Society Where Many Important Decisions Are Made By Anonymous Corporate Forces. Anyone Can Shop At The CO-Op, And Anyone Can Become A Member. Stop On By And See What We'Re All About! Bexley Natural Market * 508 N. Cassady * Bexley, OH * ( 614 ) 252-3951","541105","44511003","Private","039.980951","-082.931698"
"Big R Grocery","","Waldo","Tewolde","3420 Bexvie Ave # C","Columbus","OH","43227","","Verified","2","","541105","44511003","Private","039.935962","-082.910479"
"Bishops' Storehouse","CHURCH OF JESUS CHRIST OF LDS","","","4431 Marketing Pl","Groveport","OH","43125","","Verified","4","Bishops' Storehouses Are Used By Bishops Of The Church Of Jesus Christ Of Latter-Day Saints To Fill Orders For Food And Supplies To Care For Members IN Need. (Due To Covid-19, Please Call To Confirm Hours Of Operation.)","832240","62421001","Private","039.883963","-082.889840"
"Bob's Market","","Riad","Soloman","2257 Agler Rd","Columbus","OH","43224","","Verified","1","","541103","44513101","Private","040.026612","-082.951669"
"Bravo","","","","750 E Long St # 1200","Columbus","OH","43203","","Verified","2","","541105","44511003","Private","039.967532","-082.981401"
"Brilista Foods Inc","","Mike","Giunta","1000 Goodale Blvd","Columbus","OH","43212","BRILISTA FOODS CO INC","Verified","2","","541105","44511003","Private","039.974774","-083.030184"
"Brookshire Foodliner","","Ron","Smith","2781 Eakin Rd","Columbus","OH","43204","BROOKSHIRE FOODLINER","Verified","4","","541105","44511003","Private","039.938062","-083.072245"
"Bulkmatic Transport Co","BULKMATIC TRANSPORT CO","","","2271 Williams Rd","Columbus","OH","43207","","Verified","1","","421309","48423017","Private","039.888434","-082.935268"
"Bushman's Food Market","","","","1145 Parsons Ave","Columbus","OH","43206","BUSHMAN'S MARKET","Verified","1","","541105","44511003","Private","039.940177","-082.983686"
"Butcher & Grocer","","Timothy","Struble","1089 W 1st Ave","Grandview Heights","OH","43212","","Verified","2","","541105","44511003","Private","039.979563","-083.033633"
"C-1 Convenient One","","","","3245 E Broad St","Columbus","OH","43209","","Verified","1","","541103","44513101","Private","039.971608","-082.914262"
"Cassady Market","","","","2466 N Cassady Ave","Columbus","OH","43219","CASSADY MARKET LLC","Verified","1","","541105","44511003","Private","040.021715","-082.928157"
"Center Street Market","","Jon","St Julian","5354 Center St","Hilliard","OH","43026","","Verified","2","","541105","44511003","Private","040.034430","-083.159840"
"Chiquitas Imports LLC","","","","2542 Sullivant Ave","Columbus","OH","43204","CHIQUITAS IMPORTS LLC","Verified","5","","541105","44511003","Private","039.945027","-083.066609"
"Circle Mart","","","","1876 Tamarack Cir S","Columbus","OH","43229","","Verified","4","","541103","44513101","Private","040.076425","-082.966957"
"Clintonville Natural Foods","","Azure","Stephens","4398 Indianola Ave","Columbus","OH","43214","CLINTONVILLE NATURAL FOODS","Verified","1","Clintonville Natural Foods Is Your One-Stop Shop IN Columbus, OH, For All Of Your Plant-Based Health Food And Supplement Needs. Our Natural Food Store Features An Extensive Bulk Herbs And Spices Selection, Vegan And Non-Gmo Products, Body Care, Gluten-Free Items, Supplements And Vitamins, And More. We Care About Having A Holistic Approach To Health By Offering A Variety Of Alternative Health Products. Our Staff Is Very Knowledgeable And Able To Answer Questions OR Guide You IN Picking Out The Right Products For Your Needs. We Invite You To Stop By Today To See All That We Have To Offer!","549901","45619103","Private","040.054659","-083.000058"
"Columbus Asia Market Inc","","Jay","Yang","3767 Park Mill Run Dr","Hilliard","OH","43026","COLUMBUS ASIA MARKET INC","Verified","2","","541105","44511003","Private","040.031528","-083.121688"
"Columbus Fish & Seafood WHLS","","Frank","Gonzalez","5249 Trabue Rd","Columbus","OH","43228","","Verified","1","The Seafood Whole Saler.","542101","44525004","Private","039.980926","-083.141175"
"Columbus Preparatory Academy","","","","2220 Eakin Rd","Columbus","OH","43223","","Verified","1","","541105","44511003","Private","039.933815","-083.055998"
"Come & Go Ctr","","Abdelrahman","Ayyad","884 Oakland Park Ave","Columbus","OH","43224","COME & GO CTR INC","Verified","1","","541105","44511003","Private","040.032856","-082.991005"
"Convenient Plus Food Mart","","Choudhary","Ansar","1541 Frebis Ave","Columbus","OH","43206","","Verified","1","","541103","44513101","Private","039.933749","-082.954604"
"Convenient Plus Food Mart","","","","2800 Valleyview Dr","Columbus","OH","43204","CONVENIENT PLUS FOOD MART","Verified","1","","541105","44511003","Private","039.963431","-083.076903"
"Convenient Plus Food Mart","","Laura","Ansar","5435 E Livingston Ave","Columbus","OH","43232","","Verified","2","","541105","44511003","Private","039.942700","-082.849725"
"Cook's Oakland Park IGA","","Dave","Cook","1225 Oakland Park Ave","Columbus","OH","43224","","Verified","1","","541105","44511003","Private","040.031843","-082.980772"
"Costco Wholesale","COSTCO WHOLESALE CORP","Victor","Curtis","3888 Stelzer Rd","Columbus","OH","43219","","Verified","1","Members-Only Warehouse Selling A Huge Variety Of Items Including Bulk Groceries, Electronics & More.","531110","45521101","Branch of Public Company","040.053433","-082.904752"
"Coughlin Express Mart","","Sharif","Ali","1505 Schrock Rd","Columbus","OH","43229","","Verified","3","","541105","44511003","Private","040.104845","-082.976350"
"Country Food Store","","","","3861 Sullivant Ave","Columbus","OH","43228","COUNTRY FOOD STORE","Verified","1","","541105","44511003","Private","039.941517","-083.101429"
"Dairy Mart","","Chaudhary","Ansar","4251 Kimberly Pkwy","Columbus","OH","43232","","Verified","1","","554101","45712003","Private","039.925659","-082.882938"
"Dairy Treats","","","","657 E 5th Ave","Columbus","OH","43201","","Verified","1","","024101","11212001","Private","039.986248","-082.987332"
"De Store","","","","5273 Gender Rd","Canal Winchester","OH","43110","","Verified","2","","541105","44511003","Private","039.875915","-082.826854"
"Dire Dawa Grocery Store","","","","4513 E Main St","Columbus","OH","43213","","Verified","3","","541105","44511003","Private","039.955088","-082.877847"
"Dirmarket","","Belay","Mamo","4517 E Main St","Columbus","OH","43213","","Verified","3","","541105","44511003","Private","039.955088","-082.877847"
"Discount Drug Mart","DISCOUNT DRUG MART INC","Steve","Reitmann","5599 N Hamilton Rd","Columbus","OH","43230","","Verified","3","Founded IN 1969, Discount Drug Mart Is A Drug Store Chain Operating More Than 70 Stores Across Ohio Counties, Besides Providing A Variety Of Online Services. Based IN Columbus, Ohio, The Store Provides Over 40,000 Products At Discounted Prices, Including Health And Beauty Aids, Household Merchandise, Small Appliances, Paint, Hardware, Magazines, Groceries, Frozen Foods, School And Office Supplies And More. Its Pharmacies Offer Electronic Prescription Transfers, Besides Disease Management Along With Various Testing And Screening Services. Additionally, Discount Drug Mart Offers A Range Of Health Care Services, Including Diabetic Care Products, Respiratory And Inhalation Supplies, Wheelchairs And Ambulatory Aids, Among Others.","591205","45611009","Private","040.070694","-082.864118"
"Discount Drug Mart","DISCOUNT DRUG MART INC","Tim","Schweinsberg","2290 Stringtown Rd","Grove City","OH","43123","","Verified","1","","591205","45611009","Private","039.880291","-083.064343"
"E & E Market","","Richard","Sam","778 E Hudson St","Columbus","OH","43211","E & E MARKET","Verified","2","","541105","44511003","Private","040.014877","-082.989705"
"East Main Mart","","","","4341 E Main St","Columbus","OH","43213","","Verified","3","","541105","44511003","Private","039.955194","-082.881737"
"East Pointe","","","","6916-7000 E Broad Street","Columbus","OH","43213","","Verified","1","East Pointe, Your Favorite Mix Of Shops And Dining Options IN Columbus.","541105","44511003","Private","039.961435","-082.881770"
"El Girafol Grocery Store","","Gabriel","Calin","1571 Lockbourne Rd","Columbus","OH","43207","","Verified","3","","541105","44511003","Private","039.933709","-082.964948"
"Englefield Oil Co","ENGLEFIELD OIL CO","Cliff","Arnold","1347 Olentangy River Rd","Columbus","OH","43212","","Verified","3","","517206","42472014","Private","039.987621","-083.026362"
"Ernie's Carry Out","","John","Kight","4340 Broadway","Grove City","OH","43123","","Verified","4","","541103","44513101","Private","039.875977","-083.098525"
"Eureka Market","","Iyad","Murib","192 S Eureka Ave","Columbus","OH","43204","","Verified","4","","541105","44511003","Private","039.951327","-083.064972"
"Express Mart","","","","900 E 5th Ave","Columbus","OH","43201","","Verified","3","","541105","44511003","Private","039.986477","-082.980561"
"Fast & Friendly","","Sam","Rabadi","506 Saint Clair Ave","Columbus","OH","43203","FAST & FRIENDLY MARKET","Verified","2","","541105","44511003","Private","039.975182","-082.980165"
"Fine Line Market","","Mahesh","Bhatnagar","1333 Lockbourne Rd","Columbus","OH","43206","","Verified","3","","541105","44511003","Private","039.938455","-082.964417"
"Flichia Wholesale Distributing","","Gus","Flichia","3100 E 17th Ave","Columbus","OH","43219","","Verified","1","","206401","31135201","Private","039.998285","-082.924735"
"Food Mart","","Mohommad","Ansar","3351 E Main St","Columbus","OH","43213","","Verified","1","","541105","44511003","Private","039.956035","-082.908827"
"Food Mart","","","","6351 Tussing Rd","Reynoldsburg","OH","43068","","Verified","1","","541105","44511003","Private","039.925844","-082.829278"
"Food Works Inc","","Mark","Abner","71 E Wilson Bridge Rd # A1","Worthington","OH","43085","FOOD WORKS INC","Verified","1","","541105","44511003","Private","040.107112","-083.013977"
"Foodmart Express","","Nasr","Alhassah","2714 Sullivant Ave","Columbus","OH","43204","FOODMART EXPRESS","Verified","2","","541105","44511003","Private","039.944283","-083.071122"
"Four Seas Asian Food Svc","","Kathy","Law","1313 Alum Creek Dr","Columbus","OH","43209","","Verified","1","","549917","44529803","Private","039.941955","-082.945175"
"Frank's Fish & Seafood Market","","Frank","Gonzalez","5251 Trabue Rd","Columbus","OH","43228","FRANK'S FISH & SEAFOOD MARKET","Verified","2","Fresh And Frozen Fish And Seafood Sales","542101","44525004","Private","039.935867","-083.138631"
"Fresh Thyme Market","MEIJER INC","Don","Hersman","6670 Sawmill Rd","Columbus","OH","43235","","Verified","1","Fresh Thyme Market Is A Grocery Store And Natural Food Marketplace IN Columbus, OH That Provides Healthy Food And Healthy Values, With An Atmosphere Reminiscent Of Your Local Farmers Market. We Are Committed To Offering A Variety Of Clean Label Products, Free From Artificial Colors, Flavors OR Preservatives, As Well As Many Organic Options. We Carry Many Items Catering To Those Following Vegan, Paleo, Keto, Vegetarian OR Wheat- And Gluten-Free Diets, As Well As Anyone On A Journey Towards Healthier, More Delicious Living.","541105","44511003","Private","040.103144","-083.089425"
"Fresh Thyme Market","MEIJER INC","","","1125 N Hamilton Rd","Gahanna","OH","43230","","Verified","3","Fresh Thyme Market Is A Grocery Store And Natural Food Marketplace IN Gahanna, OH That Provides Healthy Food And Healthy Values, With An Atmosphere Reminiscent Of Your Local Farmers Market. We Are Committed To Offering A Variety Of Clean Label Products, Free From Artificial Colors, Flavors OR Preservatives, As Well As Many Organic Options. We Carry Many Items Catering To Those Following Vegan, Paleo, Keto, Vegetarian OR Wheat- And Gluten-Free Diets, As Well As Anyone On A Journey Towards Healthier, More Delicious Living.","541105","44511003","Private","040.048715","-082.865889"
"Fresh Thyme Market","MEIJER INC","","","933 High St","Worthington","OH","43085","","Verified","2","Fresh Thyme Market Is A Grocery Store And Natural Food Marketplace IN Worthington, OH That Provides Healthy Food And Healthy Values, With An Atmosphere Reminiscent Of Your Local Farmers Market. We Are Committed To Offering A Variety Of Clean Label Products, Free From Artificial Colors, Flavors OR Preservatives, As Well As Many Organic Options. We Carry Many Items Catering To Those Following Vegan, Paleo, Keto, Vegetarian OR Wheat- And Gluten-Free Diets, As Well As Anyone On A Journey Towards Healthier, More Delicious Living.","541105","44511003","Private","040.093830","-083.019013"
"Getgo Gas Sta + Wetgo Carwash","GIANT EAGLE INC","Leif","Smith","2888 Bethel Rd","Columbus","OH","43220","","Verified","4","Getgo Cafe + Market Brings You Delicious, Made-To-Order Foods, Along With Everyday Conveniences, Including Gas And A Carwash, All Under One Roof!","541103","44513101","Private","040.065577","-083.095650"
"Getgo Gas Sta + Wetgo Carwash","GIANT EAGLE INC","Troy","Bowers","6725 Perimeter Loop Rd","Dublin","OH","43017","","Verified","2","Getgo Cafe + Market Brings You Delicious, Made-To-Order Foods, Along With Everyday Conveniences, Including Gas And A Carwash, All Under One Roof!","541103","44513101","Private","040.102610","-083.158860"
"Getgo Gas Sta + Wetgo Carwash","GIANT EAGLE INC","Sandra","Blanton","6780 Hayden Run Rd","Hilliard","OH","43026","","Verified","2","Getgo Cafe + Market Brings You Delicious, Made-To-Order Foods, Along With Everyday Conveniences, Including Gas And A Carwash, All Under One Roof!","541103","44513101","Private","040.060817","-083.181687"
"Getgo Gas Station","GIANT EAGLE INC","Cayla","Brown","2165 Stringtown Rd","Grove City","OH","43123","","Verified","1","Getgo Cafe + Market Brings You Delicious, Made-To-Order Foods, Along With Everyday Conveniences, Including Gas And A Carwash, All Under One Roof!","541103","44513101","Private","039.877779","-083.061418"
"Getgo Gas Station","GIANT EAGLE INC","Chris","Jefferson","1640 Fishinger Rd","Upper Arlington","OH","43221","","Verified","2","Getgo Cafe + Market Brings You Delicious, Made-To-Order Foods, Along With Everyday Conveniences, Including Gas And A Carwash, All Under One Roof!","541103","44513101","Private","040.025585","-083.057636"
"Ghion Grocery","","","","1729 Brice Rd","Reynoldsburg","OH","43068","GIHON GROCERY LLC","Verified","1","","541105","44511003","Private","039.944146","-082.830295"
"Giant Eagle","GIANT EAGLE INC","Louis","Lao","1250 N Hamilton Rd","Columbus","OH","43230","","Verified","3","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.051163","-082.862686"
"Giant Eagle","GIANT EAGLE INC","Ryan","Gress","280 E Whittier St","Columbus","OH","43206","","Verified","2","At Giant Eagle IN Columbus At 280 E. Whittier Street, We Take Great Pride IN Serving Our Loyal Customers And Supporters By Offering Great Customer Service And More Than 20,000 - 60,000 Unique Items IN Our Supermarket. Founded IN 1931, Giant Eagle Is One Of The 40 Largest Privately-Held And Family-Operated Companies IN The Usa. Giant Eagle Serves More Than Five Million Customers Annually Through Nearly 400 Retail Locations IN Pennsylvania, Ohio, West Virginia And Maryland. Giant Eagle Is Based IN Pittsburgh, Pa.","541105","44511003","Private","039.945442","-082.989338"
"Giant Eagle","GIANT EAGLE INC","Andrew","Cuddy","2801 N High St","Columbus","OH","43202","","Verified","4","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.019056","-083.013386"
"Giant Eagle","GIANT EAGLE INC","Eduardo Ber","Jimenez","2900 Stelzer Rd","Columbus","OH","43219","","Verified","1","At Giant Eagle IN Columbus At 2900 Stelzer Road, We Take Great Pride IN Serving Our Loyal Customers And Supporters By Offering Great Customer Service And More Than 20,000 - 60,000 Unique Items IN Our Supermarket. Founded IN 1931, Giant Eagle Is One Of The 40 Largest Privately-Held And Family-Operated Companies IN The Usa. Giant Eagle Serves More Than Five Million Customers Annually Through Nearly 400 Retail Locations IN Pennsylvania, Ohio, West Virginia And Maryland. Giant Eagle Is Based IN Pittsburgh, Pa.","541105","44511003","Private","040.031832","-082.908197"
"Giant Eagle","GIANT EAGLE INC","Ilona","Relle","4747 Sawmill Rd # 1","Columbus","OH","43220","","Verified","3","At Giant Eagle IN Columbus At 4747 Sawmill Road, We Take Great Pride IN Serving Our Loyal Customers And Supporters By Offering Great Customer Service And More Than 20,000 - 60,000 Unique Items IN Our Supermarket. Founded IN 1931, Giant Eagle Is One Of The 40 Largest Privately-Held And Family-Operated Companies IN The Usa. Giant Eagle Serves More Than Five Million Customers Annually Through Nearly 400 Retail Locations IN Pennsylvania, Ohio, West Virginia And Maryland. Giant Eagle Is Based IN Pittsburgh, Pa.","541105","44511003","Private","040.064107","-083.095824"
"Giant Eagle","GIANT EAGLE INC","Robert","Browning","4780 W Broad St","Columbus","OH","43228","","Verified","3","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.953692","-083.128633"
"Giant Eagle","GIANT EAGLE INC","Michelle","Holt","6867 E Broad St","Columbus","OH","43213","","Verified","3","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.980714","-082.820470"
"Giant Eagle","GIANT EAGLE INC","Donna","Brobst","777 Neil Ave","Columbus","OH","43215","","Verified","1","At Giant Eagle IN Columbus At 777 Neil Avenue, We Take Great Pride IN Serving Our Loyal Customers And Supporters By Offering Great Customer Service And More Than 20,000 - 60,000 Unique Items IN Our Supermarket. Founded IN 1931, Giant Eagle Is One Of The 40 Largest Privately-Held And Family-Operated Companies IN The Usa. Giant Eagle Serves More Than Five Million Customers Annually Through Nearly 400 Retail Locations IN Pennsylvania, Ohio, West Virginia And Maryland. Giant Eagle Is Based IN Pittsburgh, Pa.","541105","44511003","Private","039.976866","-083.012451"
"Giant Eagle","GIANT EAGLE INC","Conner","Monahan","2173 Stringtown Rd","Grove City","OH","43123","","Verified","1","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.876728","-083.061750"
"Giant Eagle","GIANT EAGLE INC","Lorie","Shaw","3841 S Hamilton Rd","Groveport","OH","43125","","Verified","3","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.896657","-082.884602"
"Giant Eagle","GIANT EAGLE INC","Larry","Genheimer","6700 Hayden Run Rd","Hilliard","OH","43026","","Verified","2","Giant Eagle Grocery Stores Have Been Providing Shoppers With Fresh, High Quality Foods At Everyday Low Prices Since 1931. We Offer A Wide Range Of Products And Services, From IN-Store Pharmacies To Our Rewards Program To Grocery Pickup And Delivery. Whether Your Grocery List Includes Fresh Produce, Household Essentials, Deli, Bakery OR Beyond, Our Commitment To Quality And Value Ensures You'Ll Always Get The Most For Your Money. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.061260","-083.179880"
"Giant Eagle","GIANT EAGLE INC","Drew","Carpenter","5461 New Albany Rd W","New Albany","OH","43054","","Verified","3","At Giant Eagle IN New Albany At 5461 New Albany Road West, We Take Great Pride IN Serving Our Loyal Customers And Supporters By Offering Great Customer Service And More Than 20,000 - 60,000 Unique Items IN Our Supermarket. Founded IN 1931, Giant Eagle Is One Of The 40 Largest Privately-Held And Family-Operated Companies IN The Usa. Giant Eagle Serves More Than Five Million Customers Annually Through Nearly 400 Retail Locations IN Pennsylvania, Ohio, West Virginia And Maryland. Giant Eagle Is Based IN Pittsburgh, Pa.","541105","44511003","Private","040.093208","-082.825646"
"Giant Eagle Market District","GIANT EAGLE INC","Jeremy","Hamed","6700 Perimeter Loop Rd","Dublin","OH","43017","","Verified","2","Market District Supermarket At 6700 Perimeter Loop Road IN Dublin Offers Specialty And Unique Items Not Found Elsewhere IN An Environment Where Customers' Passion For Food Can Be Cultivated By A Staff Of Food Experts. IN More Than 12 Locations IN Southwestern Pennsylvania And Ohio, The Market District Stores Feature Teams Of Chefs And Other Culinary Professionals Preparing Fresh Foods From Scratch Every Day. Market District Also Offers Customers The Rare Opportunity To Find Natural, Organic, Specialty And Other Unique Items Paired With The Convenience Of Favorite National Brands And Everyday Needs All Under The Same Roof.","541105","44511003","Private","040.102763","-083.155888"
"Gifted African Market","","","","2311 S Hamilton Rd","Columbus","OH","43232","GIFTED AFRICAN MARKET LLC","Verified","1","","541105","44511003","Private","039.927168","-082.880317"
"Gleason Market","","Azzam","Kittneh","1004 W Rich St","Columbus","OH","43223","","Verified","4","","541103","44513101","Private","039.954515","-083.026526"
"Glen Gary Carryout","","Dinesh","Patell","5992 Westerville Rd","Westerville","OH","43081","GLENGARY CARRYOUT LTD","Verified","3","","592103","44532005","Private","040.093819","-082.923973"
"Go-Ceries!","","","","2840 Marcellus Dr","Columbus","OH","43219","","Verified","1","","541105","44511003","Private","040.031907","-082.905480"
"Good Deal Market","","Ahmed","Abdul","2210 Morse Rd # A3","Columbus","OH","43229","","Verified","1","","541105","44511003","Private","040.061154","-082.959578"
"Gordon Food Svc Store","GORDON FOOD SVC INC","Brandon","Boehle","5700 Columbus Sq","Columbus","OH","43231","","Verified","3","From Our Vast Selection And Remarkable Value, To Our Fresh And Local Products And Home Ordering OR Business Ordering Services, We'Re Here To Help You Do More With Less.","531110","45521101","Private","040.086904","-082.948696"
"Gordon Food Svc Store","GORDON FOOD SVC INC","Samantha","Cisco","3901 W Dublin Granville Rd","Dublin","OH","43017","","Verified","2","From Our Vast Selection And Remarkable Value, To Our Fresh And Local Products And Home Ordering OR Business Ordering Services, We'Re Here To Help You Do More With Less.","531110","45521101","Private","040.098263","-083.095645"
"Gordon Food Svc Store","GORDON FOOD SVC INC","Brad","Webster","1464 Stringtown Rd","Grove City","OH","43123","","Verified","2","From Our Vast Selection And Remarkable Value, To Our Fresh And Local Products And Home Ordering OR Business Ordering Services, We'Re Here To Help You Do More With Less.","531110","45521101","Private","039.878336","-083.035888"
"Gordon Food Svc Store","GORDON FOOD SVC INC","Brad","Moore","1935 Hilliard Rome Rd","Hilliard","OH","43026","","Verified","2","From Our Vast Selection And Remarkable Value, To Our Fresh And Local Products And Home Ordering OR Business Ordering Services, We'Re Here To Help You Do More With Less.","531110","45521101","Private","039.991087","-083.152619"
"Gordon Food Svc Store","GORDON FOOD SVC INC","Adam","Slater","6375 Tussing Rd","Reynoldsburg","OH","43068","","Verified","1","From Our Vast Selection And Remarkable Value, To Our Fresh And Local Products And Home Ordering OR Business Ordering Services, We'Re Here To Help You Do More With Less.","531110","45521101","Private","039.926570","-082.828327"
"Graffiti Foods LTD","","Phil","Griesinger","333 Outerbelt St","Columbus","OH","43213","","Verified","2","","209903","31199906","Private","039.988152","-082.831402"
"Great Miami Market","","Mike","Rasoul","5121 E Main St","Columbus","OH","43213","GREAT MIAMI MARKET","Verified","3","","541103","44513101","Private","039.954464","-082.861164"
"Grocery Gazelle","","Erika","Wright","520 S State St # B","Westerville","OH","43081","","Verified","1","Your Groceries...Delivered","541105","44511003","Private","040.112208","-082.925919"
"Hague Food Mart","","","","839 N Hague Ave","Columbus","OH","43204","HAGUE FOOD MART","Verified","4","","541105","44511003","Private","039.971457","-083.081023"
"Halal Mediterranean Food","","Raed","Kweik","3652 Main St","Hilliard","OH","43026","","Verified","1","","514105","42441005","Private","040.026373","-083.159953"
"Hall-Mart Food Store","","Mike","Agourrame","1448 Courtright Rd","Columbus","OH","43227","","Verified","1","","554101","45712003","Private","039.942827","-082.896707"
"Hamilton General Store","","Amir","Chaudhry","4980 Lockbourne Rd","Lockbourne","OH","43137","","Verified","1","","541105","44511003","Private","039.860815","-082.969904"
"Hanmaoom","","Han","Maoom","764 Bethel Rd","Columbus","OH","43214","","Verified","2","","541105","44511003","Private","040.063953","-083.040227"
"Heart Food Pantry","","","","6475 E Main St # 101","Reynoldsburg","OH","43068","","Verified","1","","541105","44511003","Private","039.953425","-082.824421"
"High Stop Food","","Andy","Patel","1290 S High St","Columbus","OH","43206","HIGH STOP FOOD MART","Verified","3","","541103","44513101","Private","039.935850","-082.995403"
"Hilliard Farm Market","","","","6188 Pollard Place Dr","Hilliard","OH","43026","","Verified","2","","541105","44511003","Private","040.045439","-083.184101"
"Hills Market","","Amanda","Anderson","7860 Olentangy River Rd","Columbus","OH","43235","","Verified","3","We Are A Locally-Owned Specialty Grocery Store IN Columbus, Ohio. We Feature Beer And Wine Tastings, As Well As Locally Grown And Gourmet Foods. We Love Food, Ohio And Our Community. We Have Local Events Daily And Offer Great Themed Nights As Well. Check Out Our Large Selection Today!","541105","44511003","Private","040.125040","-083.036570"
